story,lowercase,pos,count
14: Marie,be,VB,38
14: Marie,became,VBD,1
14: Marie,because,IN,13
14: Marie,bed,NN,6
14: Marie,been,VBN,19
14: Marie,before,IN,15
14: Marie,before,RB,2
14: Marie,began,VBD,11
14: Marie,beginning,NN,1
14: Marie,begun,VBN,2
14: Marie,behind,IN,3
14: Marie,bein,NN,1
14: Marie,being,VBG,3
14: Marie,believe,VB,1
14: Marie,beside,IN,3
14: Marie,bestdressed,VBN,1
14: Marie,better,JJR,1
14: Marie,better,RBR,1
14: Marie,between,IN,2
14: Marie,bible,NNP,1
14: Marie,big,JJ,1
14: Marie,bigger,JJR,1
14: Marie,bird,NN,2
14: Marie,birth,NN,2
14: Marie,bis,FW,1
14: Marie,bis,NN,1
14: Marie,bit,NN,4
14: Marie,bitch,NN,2
14: Marie,black,JJ,1
14: Marie,blind,JJ,2
14: Marie,blinds,NNS,1
14: Marie,blinking,RB,2
14: Marie,blood,NN,4
14: Marie,bloody,JJ,1
14: Marie,blow,VB,1
14: Marie,blue,JJ,1
14: Marie,board,NN,1
14: Marie,body,NN,1
14: Marie,book,NN,3
14: Marie,born,NNP,1
14: Marie,born,VBN,1
14: Marie,borrowed,VBN,1
14: Marie,boston,NNP,1
14: Marie,both,DT,3
14: Marie,bother,VB,2
14: Marie,bottle,NN,4
14: Marie,bout,NN,1
14: Marie,box,NN,1
14: Marie,boy,NN,9
14: Marie,boyfriend,NN,4
14: Marie,boys,NNS,1
14: Marie,bread,NN,1
14: Marie,bred,VBD,1
14: Marie,brighter,JJR,1
14: Marie,bring,VB,1
14: Marie,bringing,VBG,1
14: Marie,brought,VBN,1
14: Marie,brown,NNP,2
14: Marie,building,NN,2
14: Marie,buncha,NN,1
14: Marie,buried,VBN,1
14: Marie,burst,NN,1
14: Marie,bus,NN,6
14: Marie,business,NN,2
14: Marie,busy,JJ,1
14: Marie,but,CC,32
14: Marie,buttered,VBN,1
14: Marie,buttons,NNS,1
14: Marie,buy,VB,2
14: Marie,by,IN,17
14: Marie,c.,NNP,1
14: Marie,ca,MD,1
14: Marie,cab,NN,1
14: Marie,calhoun,NNP,8
14: Marie,call,VB,3
14: Marie,call,VBP,1
14: Marie,called,VBD,6
14: Marie,called,VBN,3
14: Marie,calling,VBG,1
14: Marie,calm,VB,2
14: Marie,came,VBD,14
14: Marie,can,MD,7
14: Marie,candy,NN,1
14: Marie,cane,NN,1
14: Marie,capital,NN,1
14: Marie,car,NN,2
14: Marie,card,NN,2
14: Marie,care,NN,1
14: Marie,careless,JJ,1
14: Marie,carried,VBD,1
14: Marie,cars,NNS,1
14: Marie,carter,NNP,2
14: Marie,case,NN,5
14: Marie,cassette,NN,3
14: Marie,casters,NNS,1
14: Marie,catty-corner,NN,1
14: Marie,caught,VBN,1
14: Marie,cause,VBP,1
14: Marie,certain,JJ,1
14: Marie,certificate,NN,2
14: Marie,certificates,NNS,1
14: Marie,chains,NNS,3
14: Marie,chair,NN,9
14: Marie,chaos,NN,2
14: Marie,character,NN,1
14: Marie,cheap,JJ,1
14: Marie,checks,NNS,1
14: Marie,cheek,NN,2
14: Marie,cheese,NN,1
14: Marie,chest,NN,1
14: Marie,child,NN,2
14: Marie,childhood,NN,1
14: Marie,children,NNP,1
14: Marie,children,NNS,4
14: Marie,christian,NNP,1
14: Marie,cigarette,NN,1
14: Marie,circle,NNP,1
14: Marie,cities,NNS,1
14: Marie,citizen,NN,1
14: Marie,city,NN,2
14: Marie,clackety-clack,VBP,1
14: Marie,claridge,NNP,2
14: Marie,clip,NN,1
14: Marie,clock,NN,1
14: Marie,close,RB,1
14: Marie,coat,NN,3
14: Marie,coffee,NN,5
14: Marie,color,NN,1
14: Marie,colors,NNS,1
14: Marie,come,VB,11
14: Marie,come,VBD,1
14: Marie,come,VBN,6
14: Marie,commuters,NNS,1
14: Marie,complete,JJ,1
14: Marie,conductor,NN,1
14: Marie,confirm,VB,1
14: Marie,congregating,VBG,1
14: Marie,contained,VBD,1
14: Marie,continued,VBD,2
14: Marie,conversation,NN,1
14: Marie,convinced,VBN,1
14: Marie,copies,NNS,1
14: Marie,corner,NN,4
14: Marie,couch,NN,1
14: Marie,could,MD,17
14: Marie,count,VB,1
14: Marie,country,NN,2
14: Marie,course,NN,1
14: Marie,court,NNP,1
14: Marie,cousin,NN,1
14: Marie,crazy,JJ,2
14: Marie,creep,VBP,1
14: Marie,cried,VBD,1
14: Marie,crime,NN,1
14: Marie,crippled,VBN,1
14: Marie,croaking,NN,1
14: Marie,crush,VB,1
14: Marie,crust,NN,1
14: Marie,cry,NN,1
14: Marie,cry,VB,4
14: Marie,curl,VB,1
14: Marie,curses,NNS,1
14: Marie,cut,VB,2
14: Marie,cut,VBD,3
14: Marie,cut,VBN,1
14: Marie,d,NN,1
14: Marie,d.,NNP,1
14: Marie,d.c.,NNP,1
14: Marie,damn,NN,1
14: Marie,dare,VBP,1
14: Marie,dark,JJ,1
14: Marie,dark-brown,JJ,1
14: Marie,day,NN,18
14: Marie,daylight,NN,1
14: Marie,days,NNS,10
14: Marie,dead,JJ,7
14: Marie,dear,RB,1
14: Marie,death,NN,3
14: Marie,deceased,VBN,1
14: Marie,decent,JJ,1
14: Marie,delaveaux,NNP,1
14: Marie,delicate,JJ,1
14: Marie,denied,VBN,1
14: Marie,depend,VB,1
14: Marie,deserve,VBP,1
14: Marie,desire,NN,1
14: Marie,desk,NN,4
14: Marie,despite,IN,1
14: Marie,dial,NN,1
14: Marie,did,VBD,22
14: Marie,died,VBN,1
14: Marie,dining,NN,1
14: Marie,dinner,NN,3
14: Marie,dior,NNP,1
14: Marie,dirty,JJ,1
14: Marie,disappointed,VBD,1
14: Marie,discerned,VBN,1
14: Marie,dishes,NNS,1
14: Marie,do,VB,4
14: Marie,do,VBP,11
14: Marie,doctors,NNS,1
14: Marie,doin,NN,1
14: Marie,doin,VB,1
14: Marie,dollars,NNS,1
14: Marie,done,VBN,5
14: Marie,door,NN,5
14: Marie,down,IN,3
14: Marie,down,RB,4
14: Marie,down,RP,8
14: Marie,drawer,NN,2
14: Marie,drawn,VBN,1
14: Marie,dress,NN,1
14: Marie,dressed,VBD,1
14: Marie,dressed,VBN,3
14: Marie,dresser,NN,1
14: Marie,drew,VBD,1
14: Marie,dried,VBD,1
14: Marie,drinkin,NN,1
14: Marie,dripping,VBG,1
14: Marie,driving,VBG,1
14: Marie,drop,NN,1
14: Marie,dropped,VBD,2
14: Marie,dropped,VBN,1
14: Marie,dyin,NN,1
14: Marie,dying,VBG,1
14: Marie,each,DT,4
14: Marie,earlier,RBR,1
14: Marie,early,JJ,1
14: Marie,early,RB,1
14: Marie,earth,NN,1
14: Marie,easy,JJ,1
14: Marie,eat,VB,2
14: Marie,eaten,VBN,1
14: Marie,edges,NNS,1
14: Marie,eight,CD,2
14: Marie,eighty-six,CD,1
14: Marie,eleven,NNS,4
14: Marie,else,JJ,1
14: Marie,else,RB,1
14: Marie,em,NN,1
14: Marie,embarrassing,JJ,1
14: Marie,emerson,NNP,2
14: Marie,empty,JJ,1
14: Marie,encounter,NN,1
14: Marie,end,NN,3
14: Marie,enough,JJ,2
14: Marie,enough,RB,3
14: Marie,envelopes,NNS,1
14: Marie,escorting,VBG,1
14: Marie,especially,RB,1
14: Marie,even,RB,9
14: Marie,evenin,NN,1
14: Marie,evening,NN,3
14: Marie,evenings,NNS,2
14: Marie,eventually,RB,2
14: Marie,ever,RB,7
14: Marie,every,DT,1
14: Marie,everyone,NN,1
14: Marie,everything,NN,8
14: Marie,examining,VBG,1
14: Marie,except,IN,2
14: Marie,exhausted,VBN,1
14: Marie,expect,VB,1
14: Marie,expected,VBD,1
14: Marie,expecting,VBG,1
14: Marie,expelled,VBD,1
14: Marie,experiences,NNPS,1
14: Marie,explained,VBN,1
14: Marie,eye,NN,2
14: Marie,eyed,VBD,1
14: Marie,eyes,NNS,1
14: Marie,facing,VBG,1
14: Marie,familiar,JJ,1
14: Marie,family,NN,2
14: Marie,farther,RB,1
14: Marie,farther,RBR,1
14: Marie,father,NN,4
14: Marie,favorite,JJ,1
14: Marie,feared,VBN,1
14: Marie,federal,JJ,1
14: Marie,feel,NN,1
14: Marie,fell,VBD,1
14: Marie,fellow,NN,1
14: Marie,felt,VBD,1
14: Marie,felt,VBN,1
14: Marie,few,JJ,5
14: Marie,fifteen,CD,2
14: Marie,file,NN,4
14: Marie,filing,VBG,1
14: Marie,filth,NN,1
14: Marie,finally,RB,4
14: Marie,finger,NN,1
14: Marie,fingernail,NN,1
14: Marie,fingernails,NNS,4
14: Marie,fingers,NNS,3
14: Marie,first,JJ,8
14: Marie,first,RB,1
14: Marie,fit,NN,1
14: Marie,five,CD,2
14: Marie,fixed,VBD,1
14: Marie,flake,VB,1
14: Marie,fled,VBD,1
14: Marie,flesh,NN,1
14: Marie,flight,NN,2
14: Marie,floor,NN,1
14: Marie,flurries,NNS,1
14: Marie,flustered,JJ,1
14: Marie,fly,VBP,1
14: Marie,folklore,NN,1
14: Marie,following,VBG,1
14: Marie,food,NN,1
14: Marie,foot,NN,4
14: Marie,for,IN,50
14: Marie,forced,VBD,1
14: Marie,foreign,JJ,2
14: Marie,forgive,VB,1
14: Marie,forgot,VBD,1
14: Marie,forties,NNS,1
14: Marie,found,VBD,3
14: Marie,four,CD,6
14: Marie,freely,RB,1
14: Marie,friend,NN,1
14: Marie,friendliness,NN,1
14: Marie,friends,NNS,2
14: Marie,frighteningly,RB,1
14: Marie,from,IN,16
14: Marie,front,JJ,1
14: Marie,front,NN,4
14: Marie,further,JJ,1
14: Marie,gas,NN,1
14: Marie,gave,VBD,1
14: Marie,gentleness,NN,1
14: Marie,george,NNP,6
14: Marie,get,VB,10
14: Marie,getting,VBG,2
14: Marie,giggle,NN,1
14: Marie,girl,NN,4
14: Marie,give,VB,1
14: Marie,given,VBN,4
14: Marie,go,VB,6
14: Marie,god,NNP,5
14: Marie,goin,NN,2
14: Marie,going,VBG,1
14: Marie,gold-tipped,JJ,1
14: Marie,gon,VBG,3
14: Marie,gone,VBN,5
14: Marie,good,JJ,9
14: Marie,got,VBD,13
14: Marie,got,VBN,1
14: Marie,gotten,VBN,1
14: Marie,government,NN,1
14: Marie,govment,NN,1
14: Marie,grab,VB,2
14: Marie,grandchildren,NNS,2
14: Marie,granddaddy,NNP,2
14: Marie,grandmother,NN,1
14: Marie,great,JJ,1
14: Marie,great-grands,NNS,1
14: Marie,greatest,JJS,1
14: Marie,green,NNP,3
14: Marie,gripped,VBD,1
14: Marie,grown,VBN,1
14: Marie,guard,NN,3
14: Marie,guess,VBP,1
14: Marie,gun,NN,2
14: Marie,had,VBD,88
14: Marie,had,VBN,3
14: Marie,hag,NN,1
14: Marie,hairs,NNS,1
14: Marie,half,JJ,1
14: Marie,hall,NN,1
14: Marie,hand,NN,13
14: Marie,handed,VBD,2
14: Marie,handled,VBD,2
14: Marie,handling,VBG,2
14: Marie,hands,NNS,3
14: Marie,hang,VB,1
14: Marie,happened,VBN,1
14: Marie,hard,JJ,1
14: Marie,haunted,VBN,1
14: Marie,have,VB,15
14: Marie,have,VBP,1
14: Marie,having,VBG,1
14: Marie,he,PRP,69
14: Marie,head,NN,1
14: Marie,hear,VB,1
14: Marie,heard,VBD,8
14: Marie,heard,VBN,1
14: Marie,heart,NN,5
14: Marie,heartache,NN,1
14: Marie,hearts,NNS,1
14: Marie,heaven,NN,2
14: Marie,held,VBD,2
14: Marie,hello,UH,7
14: Marie,help,NN,2
14: Marie,help,VB,2
14: Marie,hence,RB,1
14: Marie,her,PRP,33
14: Marie,her,PRP$,100
14: Marie,here,RB,7
14: Marie,herself,PRP,10
14: Marie,him,PRP,28
14: Marie,his,PRP$,30
14: Marie,hit,VBD,2
14: Marie,hmmmm,NNP,1
14: Marie,hold,NN,1
14: Marie,holding,VBG,1
14: Marie,hollered,VBD,1
14: Marie,holstered,JJ,1
14: Marie,home,NN,6
14: Marie,hope,VBP,1
14: Marie,hospital,NN,2
14: Marie,hour,NN,3
14: Marie,hours,NNS,3
14: Marie,how,WRB,7
14: Marie,howard,NNP,1
14: Marie,however,RB,1
14: Marie,huh,VB,1
14: Marie,human,JJ,1
14: Marie,humiliating,JJ,1
14: Marie,hung,VBD,3
14: Marie,hungry,JJ,2
14: Marie,husband,NN,1
14: Marie,husband,NNP,3
14: Marie,husbands,NNS,2
14: Marie,i,PRP,88
14: Marie,idea,NN,3
14: Marie,identification,NN,1
14: Marie,identify,VBP,1
14: Marie,if,IN,26
14: Marie,imagined,VBD,1
14: Marie,immediately,RB,1
14: Marie,important,JJ,1
14: Marie,in,IN,95
14: Marie,in,RP,2
14: Marie,inch,NN,1
14: Marie,incident,NN,1
14: Marie,income,NNP,1
14: Marie,indeed,RB,2
14: Marie,innocent,JJ,1
14: Marie,insisted,VBN,1
14: Marie,inspect,VB,1
14: Marie,insurance,NN,1
14: Marie,interviewed,VBN,1
14: Marie,into,IN,7
14: Marie,invade,VB,1
14: Marie,is,VBZ,4
14: Marie,it,PRP,48
14: Marie,its,PRP$,2
14: Marie,jacket,NN,2
14: Marie,job,NN,1
14: Marie,john,NNP,5
14: Marie,just,RB,15
14: Marie,k,NN,1
14: Marie,kansas,NNP,1
14: Marie,keep,VB,1
14: Marie,kept,VBD,2
14: Marie,kept,VBN,1
14: Marie,key,JJ,1
14: Marie,keys,NNS,1
14: Marie,kids,NNS,1
14: Marie,kind,NN,3
14: Marie,kinda,NN,1
14: Marie,kinda,VBD,1
14: Marie,kinda,VBP,1
14: Marie,kindness,NN,1
14: Marie,kissed,VBN,1
14: Marie,knew,VBD,11
14: Marie,knife,NN,9
14: Marie,knocked,VBD,2
14: Marie,know,VB,7
14: Marie,know,VBP,5
14: Marie,knowed,VBD,2
14: Marie,known,VBN,3
14: Marie,label,NN,1
14: Marie,labels,NNS,1
14: Marie,lady,NN,1
14: Marie,lambeth,NNP,2
14: Marie,language,NN,2
14: Marie,last,JJ,4
14: Marie,late,JJ,1
14: Marie,late,RB,1
14: Marie,lately,RB,1
14: Marie,later,RB,4
14: Marie,laughed,VBD,1
14: Marie,laughing,VBG,1
14: Marie,lay,VBD,2
14: Marie,learned,VBN,2
14: Marie,least,JJS,3
14: Marie,leave,VB,4
14: Marie,leavinfor,JJ,1
14: Marie,ledge,NN,1
14: Marie,left,VBD,4
14: Marie,left,VBN,1
14: Marie,legs,NNS,1
14: Marie,less,JJR,2
14: Marie,lest,IN,2
14: Marie,let,VB,1
14: Marie,let,VBD,2
14: Marie,letter,NN,8
14: Marie,letters,NNS,6
14: Marie,level,NN,1
14: Marie,life,NN,11
14: Marie,lighter,JJR,1
14: Marie,lightly,RB,1
14: Marie,like,IN,15
14: Marie,like,JJ,1
14: Marie,line,NN,3
14: Marie,lined,VBD,1
14: Marie,listen,VB,5
14: Marie,listen,VBP,1
14: Marie,listenin,NN,1
14: Marie,little,JJ,4
14: Marie,little,RB,2
14: Marie,live,VB,5
14: Marie,lived,VBD,2
14: Marie,lived,VBN,1
14: Marie,livin,NN,1
14: Marie,locked,VBD,1
14: Marie,log,NN,1
14: Marie,logan,NNP,1
14: Marie,long,JJ,4
14: Marie,long,RB,9
14: Marie,longer,JJR,1
14: Marie,longer,RB,1
14: Marie,longer,RBR,1
14: Marie,longest,JJS,1
14: Marie,look,NN,1
14: Marie,look,VB,6
14: Marie,looked,VBD,8
14: Marie,looking,VBG,1
14: Marie,lord,NNP,2
14: Marie,loretta,NNP,3
14: Marie,lose,VB,1
14: Marie,losin,VBP,1
14: Marie,losing,VBG,1
14: Marie,loss,NN,1
14: Marie,louder,RBR,1
14: Marie,love,NN,1
14: Marie,loved,VBD,1
14: Marie,lovesick,JJ,1
14: Marie,low,JJ,1
14: Marie,luck,NN,1
14: Marie,lumbered,VBD,1
14: Marie,lunch,NN,3
14: Marie,m,NN,2
14: Marie,ma'am,NN,1
14: Marie,ma'am,RB,1
14: Marie,machine,NN,8
14: Marie,made,VBD,3
14: Marie,made,VBN,3
14: Marie,magazines,NNS,1
14: Marie,maid,NN,1
14: Marie,make,VB,3
14: Marie,making,VBG,1
14: Marie,malice,NN,1
14: Marie,man,NN,32
14: Marie,managed,VBN,1
14: Marie,many,JJ,1
14: Marie,march,NNP,1
14: Marie,marie,NNP,49
14: Marie,marked,JJ,1
14: Marie,marked,VBD,1
14: Marie,marked,VBN,1
14: Marie,market,NN,1
14: Marie,married,VBN,3
14: Marie,mason,NNP,1
14: Marie,matched,VBN,1
14: Marie,matter,NN,1
14: Marie,may,MD,2
14: Marie,maybe,RB,5
14: Marie,me,PRP,14
14: Marie,mean,VBP,1
14: Marie,mechanic,NN,2
14: Marie,meeting,NN,1
14: Marie,member,NN,1
14: Marie,men,NNS,1
14: Marie,middle,NN,1
14: Marie,might,MD,5
14: Marie,might,NN,1
14: Marie,minding,VBG,1
14: Marie,minutes,NNS,2
14: Marie,moment,NN,1
14: Marie,momentarily,RB,1
14: Marie,moments,NNS,3
14: Marie,money,NN,5
14: Marie,months,NNS,1
14: Marie,more,JJR,14
14: Marie,more,RBR,10
14: Marie,morning,NN,10
14: Marie,most,JJS,3
14: Marie,most,RBS,2
14: Marie,mother,NN,11
14: Marie,move,VB,1
14: Marie,moved,VBD,1
14: Marie,moved,VBN,2
14: Marie,movin,NN,1
14: Marie,mr.,NNP,7
14: Marie,mrs.,NNP,3
14: Marie,much,JJ,4
14: Marie,much,RB,2
14: Marie,my,PRP$,20
14: Marie,myself,PRP,2
14: Marie,mystery,NN,1
14: Marie,n't,RB,33
14: Marie,na,TO,4
14: Marie,nail,NN,1
14: Marie,name,NN,7
14: Marie,nameplate,NN,2
14: Marie,names,NNS,2
14: Marie,nature,NN,1
14: Marie,ne,NNS,1
14: Marie,near,IN,2
14: Marie,nearly,RB,1
14: Marie,neck,NN,1
14: Marie,need,NN,1
14: Marie,need,VB,1
14: Marie,need,VBP,1
14: Marie,needed,VBD,2
14: Marie,neighbor,NN,1
14: Marie,neighborhood,NN,1
14: Marie,never,RB,8
14: Marie,new,JJ,3
14: Marie,next,IN,1
14: Marie,next,JJ,7
14: Marie,nickel,NN,1
14: Marie,nicodemus,NN,1
14: Marie,nicodemus,NNP,3
14: Marie,night,NN,6
14: Marie,nine,CD,2
14: Marie,no,DT,21
14: Marie,no,RB,3
14: Marie,no,UH,1
14: Marie,no.,NNP,3
14: Marie,nofin,NN,1
14: Marie,noon,NN,1
14: Marie,northwest,NNP,1
14: Marie,nose,NN,1
14: Marie,not,RB,33
14: Marie,nothing,NN,4
14: Marie,notion,NN,1
14: Marie,now,RB,7
14: Marie,nowadays,RB,1
14: Marie,number,NN,4
14: Marie,o'clock,RB,7
14: Marie,oatmeal,NN,2
14: Marie,obeyed,VBD,1
14: Marie,occurred,VBD,2
14: Marie,of,IN,69
14: Marie,off,IN,2
14: Marie,off,RB,1
14: Marie,off,RP,9
14: Marie,offer,NN,1
14: Marie,office,NN,2
14: Marie,offices,NNS,1
14: Marie,often,RB,5
14: Marie,oh,UH,5
14: Marie,okay,JJ,1
14: Marie,old,JJ,8
14: Marie,older,JJR,2
14: Marie,on,IN,46
14: Marie,once,RB,2
14: Marie,one,CD,22
14: Marie,one,NN,3
14: Marie,only,JJ,2
14: Marie,only,RB,8
14: Marie,opened,VBD,1
14: Marie,or,CC,18
14: Marie,oranges,NNS,1
14: Marie,order,NN,1
14: Marie,organ,NN,2
14: Marie,other,JJ,20
14: Marie,others,NNS,2
14: Marie,our,PRP$,1
14: Marie,out,IN,3
14: Marie,out,RB,1
14: Marie,out,RP,8
14: Marie,over,IN,11
14: Marie,over,RB,1
14: Marie,own,JJ,4
14: Marie,paid,VBN,1
14: Marie,painful,JJ,1
14: Marie,panels,NNS,1
14: Marie,paper,NN,1
14: Marie,papers,NNS,2
14: Marie,parents,NNS,1
14: Marie,particularly,RB,1
14: Marie,party,NN,1
14: Marie,passing,VBG,1
14: Marie,pavement,NN,1
14: Marie,payments,NNS,2
14: Marie,peculiar,JJ,1
14: Marie,peek,NN,1
14: Marie,peeked,VBD,1
14: Marie,people,NNS,20
14: Marie,perfect,JJ,1
14: Marie,perhaps,RB,1
14: Marie,person,NN,3
14: Marie,phone,NN,2
14: Marie,photographs,NNS,1
14: Marie,phrase,NN,1
14: Marie,picked,VBD,3
14: Marie,picking,VBG,1
14: Marie,pictures,NNS,1
14: Marie,pigeons,NNS,1
14: Marie,place,NN,8
14: Marie,placed,VBD,1
14: Marie,planned,VBN,1
14: Marie,planning,VBG,1
14: Marie,plastic,JJ,2
14: Marie,platform,NN,1
14: Marie,played,VBD,1
14: Marie,played,VBN,1
14: Marie,pleas,NNS,1
14: Marie,please,UH,2
14: Marie,please,VB,1
14: Marie,plenty,RB,2
14: Marie,ployees,NNS,1
14: Marie,pocket,NN,4
14: Marie,pocketbook,NN,2
14: Marie,point,NN,1
14: Marie,pointing,VBG,2
14: Marie,policies,NNS,1
14: Marie,polite,JJ,1
14: Marie,politely,RB,1
14: Marie,poor,JJ,1
14: Marie,possible,JJ,1
14: Marie,pray,VB,1
14: Marie,prayer,NN,1
14: Marie,precious,JJ,1
14: Marie,preferred,VBD,1
14: Marie,present,VB,1
14: Marie,president,NN,4
14: Marie,pretty,RB,1
14: Marie,probably,RB,1
14: Marie,project,NN,1
14: Marie,promise,VBP,1
14: Marie,propped,VBN,1
14: Marie,protest,NN,1
14: Marie,pulled,VBD,1
14: Marie,purplish,JJ,1
14: Marie,purpose,NN,1
14: Marie,purse,NN,1
14: Marie,put,VB,4
14: Marie,put,VBD,6
14: Marie,put,VBN,1
14: Marie,put,VBP,2
14: Marie,questions,NNS,2
14: Marie,quickly,RB,1
14: Marie,quite,RB,1
14: Marie,race,NNP,1
14: Marie,racket,NN,1
14: Marie,radio,NN,2
14: Marie,raging,VBG,1
14: Marie,raised,VBD,2
14: Marie,reach,VB,1
14: Marie,reached,VBD,3
14: Marie,reaching,VBG,1
14: Marie,read,VBD,1
14: Marie,readin,NN,2
14: Marie,readin,VBP,1
14: Marie,reading,VBG,1
14: Marie,ready,JJ,1
14: Marie,real,JJ,2
14: Marie,realized,VBD,1
14: Marie,really,RB,2
14: Marie,received,VBD,1
14: Marie,receiving,VBG,1
14: Marie,receptionist,NN,10
14: Marie,recorder,NN,2
14: Marie,redcap,NN,1
14: Marie,refusing,VBG,1
14: Marie,regularly,RB,1
14: Marie,relations,NNP,1
14: Marie,remember,VB,1
14: Marie,remembering,VBG,1
14: Marie,remind,VB,2
14: Marie,reminded,VBD,2
14: Marie,remorse,NN,1
14: Marie,rest,NN,5
14: Marie,rested,VBD,1
14: Marie,returned,VBD,2
14: Marie,right,RB,6
14: Marie,ring,NN,1
14: Marie,rip,VB,1
14: Marie,rising,VBG,1
14: Marie,risky,JJ,1
14: Marie,rode,VBD,1
14: Marie,rolled,VBD,1
14: Marie,room,NN,2
14: Marie,rose,VBD,1
14: Marie,rung,VBN,1
14: Marie,safe,JJ,2
14: Marie,said,VBD,47
14: Marie,said,VBN,4
14: Marie,same,JJ,3
14: Marie,sat,VBD,2
14: Marie,sat,VBN,1
14: Marie,satisfactory,JJ,1
14: Marie,saved,VBD,1
14: Marie,saved,VBN,1
14: Marie,saw,NN,1
14: Marie,saw,VBD,2
14: Marie,say,VB,10
14: Marie,say,VBP,2
14: Marie,scared,VBD,1
14: Marie,schedule,NN,1
14: Marie,screamed,VBD,1
14: Marie,seat,NN,2
14: Marie,seated,VBN,1
14: Marie,second,JJ,3
14: Marie,security,NN,2
14: Marie,security,NNP,11
14: Marie,see,VB,10
14: Marie,see,VBP,2
14: Marie,seeing,VBG,1
14: Marie,seemed,VBD,6
14: Marie,seemed,VBN,1
14: Marie,seen,VBN,4
14: Marie,send,VB,1
14: Marie,senility,NN,1
14: Marie,senior,JJ,1
14: Marie,sense,NN,2
14: Marie,sent,VBD,3
14: Marie,serrated,JJ,1
14: Marie,serrated,VBN,1
14: Marie,set,VB,1
14: Marie,set,VBD,1
14: Marie,set,VBN,1
14: Marie,seven,CD,2
14: Marie,seven-inch,JJ,1
14: Marie,seventy-five-year-old,JJ,1
14: Marie,several,JJ,3
14: Marie,shaking,VBG,2
14: Marie,she,PRP,184
14: Marie,should,MD,7
14: Marie,shoulder,NN,1
14: Marie,showing,VBG,2
14: Marie,shut,VBD,1
14: Marie,sick,JJ,1
14: Marie,sickly,JJ,1
14: Marie,side,NN,3
14: Marie,sigh,NN,1
14: Marie,signed,VBN,3
14: Marie,signing,VBG,1
14: Marie,silver,JJ,1
14: Marie,simple,JJ,1
14: Marie,simply,RB,1
14: Marie,since,IN,6
14: Marie,sip,VB,1
14: Marie,sir,NNP,1
14: Marie,sit,VB,5
14: Marie,sit,VBP,1
14: Marie,sittin,VBP,1
14: Marie,sitting,VBG,2
14: Marie,six,CD,1
14: Marie,sixty,CD,1
14: Marie,sixty-eight,CD,1
14: Marie,slap,NN,1
14: Marie,slapped,VBD,4
14: Marie,sleeping,VBG,1
14: Marie,sliced,VBN,1
14: Marie,slices,NNS,1
14: Marie,slicing,VBG,1
14: Marie,slightly,RB,1
14: Marie,slip,NN,1
14: Marie,small,JJ,3
14: Marie,smith,NNP,9
14: Marie,snot,NN,1
14: Marie,snow,NN,2
14: Marie,so,IN,7
14: Marie,so,RB,17
14: Marie,social,NNP,10
14: Marie,soda,NN,1
14: Marie,sodas,NNS,1
14: Marie,some,DT,7
14: Marie,somebody,NN,1
14: Marie,somehow,RB,1
14: Marie,someone,NN,2
14: Marie,something,NN,7
14: Marie,sometime,RB,1
14: Marie,somewhat,RB,1
14: Marie,son,NN,3
14: Marie,sons,NNS,1
14: Marie,soon,RB,2
14: Marie,sorry,JJ,4
14: Marie,sort,NN,2
14: Marie,sought,VBD,1
14: Marie,sound,NN,2
14: Marie,sounded,VBD,2
14: Marie,speak,VB,2
14: Marie,spell,NN,1
14: Marie,spend,VB,1
14: Marie,spend,VBP,1
14: Marie,spirituals,NNS,1
14: Marie,spoke,VBD,4
14: Marie,spot,NN,1
14: Marie,ssi,NNP,2
14: Marie,stampless,JJ,1
14: Marie,stand,VB,1
14: Marie,start,VB,1
14: Marie,started,VBD,1
14: Marie,stated,VBD,1
14: Marie,states,NNPS,1
14: Marie,station,NN,1
14: Marie,station,NNP,1
14: Marie,stayed,VBD,2
14: Marie,steeled,VBD,1
14: Marie,step,NN,1
14: Marie,step,VB,1
14: Marie,step,VBP,1
14: Marie,steps,NNS,1
14: Marie,still,RB,8
14: Marie,stood,VBD,3
14: Marie,stop,NN,1
14: Marie,stop,VB,1
14: Marie,stopped,VBD,4
14: Marie,stoppin,VBN,1
14: Marie,store,NN,1
14: Marie,stranger,NN,2
14: Marie,street,NN,1
14: Marie,street,NNP,3
14: Marie,streetcar,NN,4
14: Marie,streets,NNS,2
14: Marie,strutting,VBG,1
14: Marie,student,NN,1
14: Marie,stuff,NN,2
14: Marie,stumbled,VBD,1
14: Marie,stunning,JJ,1
14: Marie,such,JJ,1
14: Marie,such,PDT,1
14: Marie,suit,NN,2
14: Marie,suitcase,NN,1
14: Marie,sun,NN,1
14: Marie,sunday,NNP,1
14: Marie,supplemental,NNP,1
14: Marie,supreme,NNP,1
14: Marie,sure,RB,1
14: Marie,surprised,VBN,1
14: Marie,surprisingly,RB,1
14: Marie,surrounded,VBN,1
14: Marie,suspected,VBD,1
14: Marie,sweater,NN,1
14: Marie,switchboard,NN,1
14: Marie,sympathetically,RB,1
14: Marie,table,NN,4
14: Marie,take,VB,7
14: Marie,taken,VBN,4
14: Marie,takin,VBG,1
14: Marie,talk,VB,5
14: Marie,talked,VBD,1
14: Marie,talkin,VBG,1
14: Marie,talking,VBG,4
14: Marie,tape,NN,5
14: Marie,tapes,NNS,5
14: Marie,tbinkin,VB,1
14: Marie,teach,VB,1
14: Marie,tear,VB,1
