contributor | title | genre | pages | volume | issue | date | journal title | journal subtitle | issue name | journal editor | publisher | journal location | issue length (pp) | issue height (cm) | issue width (cm)
Jordan, Winifred Virginia | Loneliness | poetry | 172-172 | 21 | 4 | 1921-02-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Allison, Madeline G. | The Horizon | articles | 174-179 | 21 | 4 | 1921-02-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Du Bois, W. E. B. | Opinion | articles | 197-200 | 21 | 5 | 1921-03-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Fauset, Jessie | The Emancipator of Brazil | articles | 208-209 | 21 | 5 | 1921-03-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Pinto, Cezar | The Emancipator of Brazil | articles | 208-209 | 21 | 5 | 1921-03-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Pendleton, Leila Amos | The Foolish and the Wise: Sallie Runner Is Introduced to Socrates | fiction | 210-212 | 21 | 5 | 1921-03-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Du Bois, W. E. B. | A Correction | articles | 213-213 | 21 | 5 | 1921-03-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Allison, Madeline G. | The Horizon | articles | 223-227 | 21 | 5 | 1921-03-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Battey | Cover Image: Photograph of a Woman | images | A-A | 21 | 6 | 1921-04-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Du Bois, W. E. B. | Opinion | articles | 245-248 | 21 | 6 | 1921-04-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Bagnall, Robert W. | The Drive | articles | 245-246 | 21 | 6 | 1921-04-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Moravsky, Maria | The Black Swan | fiction | 255-259 | 21 | 6 | 1921-04-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Wilkinson, Hilda Rue | 'Black Swan!' | images | 257-257 | 21 | 6 | 1921-04-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Murray, Ella Rush | The Woman's Party and the Violation of the 19th Ammendment | articles | 259-261 | 21 | 6 | 1921-04-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Burch, Charles Eaton | Whittier Again | articles | 261-262 | 21 | 6 | 1921-04-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Allison, Madeline G. | The Horizon | articles | 271-276 | 21 | 6 | 1921-04-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Du Bois, W. E. B. | Opinion | articles | 5-9 | 22 | 1 | 1921-05-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Fauset, Jessie | Saint-George, Chevalier of France | articles | 9-12 | 22 | 1 | 1921-05-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Moravsky, Maria | The Black Swan | fiction | 12-17 | 22 | 1 | 1921-05-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Wilkinson, Hilda Rue | The Black Swan : 'Dancing Alone Under the Weeping Willow' | images | 13-13 | 22 | 1 | 1921-05-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Madison, Bessie Brent | For Ethiopia | poetry | 17-17 | 22 | 1 | 1921-05-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Lee, Mary Effie | Sunset | poetry | 17-17 | 22 | 1 | 1921-05-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Fawcett, James Waldo | Waiting | poetry | 17-17 | 22 | 1 | 1921-05-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Underwood &amp; Underwood | The Liberian Commission to America | images | 19-19 | 22 | 1 | 1921-05-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Allison, Madeline G. | The Horizon | articles | 28-32 | 22 | 1 | 1921-05-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Brown, H. Curtis | Cover Image: Drawing of a Woman | images | A-A | 22 | 2 | 1921-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Du Bois, W. E. B. | Opinion | articles | 53-57 | 22 | 2 | 1921-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
King, Charles D. B. | An Open Letter from the President of Liberia | letters | 53-53 | 22 | 2 | 1921-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Fauset, Jessie | On the Bookshelf: Book Reviews of 'The Soul of John Brown' by Stephen Graham, 'Two Colored Women with the A.E.F.' by Addie W. Hunton and Kathryn M. Johnson, 'Finding a Way Out' by Robert Russa, 'Africa: Slave or Free?' by John H. Harris, 'The Bantu―Past and Present' by S. M. Molema, 'Songs and Tales from the Dark Continent' by Natalie Curtis | articles | 60-64 | 22 | 2 | 1921-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Bradley, W. K. | Negroes in the Kentucky Mountains | articles | 69-71 | 22 | 2 | 1921-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Hughes, Langston | The Negro Speaks of Rivers | poetry | 71-71 | 22 | 2 | 1921-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Allison, Madeline G. | The Horizon | articles | 79-84 87-87 | 22 | 2 | 1921-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Du Bois, W. E. B. | Opinion | articles | 101-104 | 22 | 3 | 1921-07-01 | Crisis | A Record of the Darker Races | Tenth Education Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
McKay, Claude | The Negro and Radical Thought: Letter to 'The Crisis' about the Editorial 'The Drive' | letters | 102-103 | 22 | 3 | 1921-07-01 | Crisis | A Record of the Darker Races | Tenth Education Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Ovington, Mary White | Negro Art | articles | 104-104 | 22 | 3 | 1921-07-01 | Crisis | A Record of the Darker Races | Tenth Education Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Cook, Myrtle F. | Telegram to James Weldon Johnson | letters | 114-114 | 22 | 3 | 1921-07-01 | Crisis | A Record of the Darker Races | Tenth Education Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Wilson, Butler R. | Letter to Miss Ovington | letters | 114-114 | 22 | 3 | 1921-07-01 | Crisis | A Record of the Darker Races | Tenth Education Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Johnson, James Weldon | Telegram to President Warren G. Harding | letters | 116-116 | 22 | 3 | 1921-07-01 | Crisis | A Record of the Darker Races | Tenth Education Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Simmons, C. F. | Telegram to the National Office | letters | 116-116 | 22 | 3 | 1921-07-01 | Crisis | A Record of the Darker Races | Tenth Education Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Hills, J. Seth | Telegram to Frank Clark | letters | 118-118 | 22 | 3 | 1921-07-01 | Crisis | A Record of the Darker Races | Tenth Education Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Johnson, Charles Bertram | An Old Ex-Slave | poetry | 120-120 | 22 | 3 | 1921-07-01 | Crisis | A Record of the Darker Races | Tenth Education Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Clarke, Edwin L. (Professor) | A Course in Common-Sense | articles | 121-121 | 22 | 3 | 1921-07-01 | Crisis | A Record of the Darker Races | Tenth Education Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Hughes, Langston | Aunt Sue's Stories | poetry | 121-121 | 22 | 3 | 1921-07-01 | Crisis | A Record of the Darker Races | Tenth Education Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Allison, Madeline G. | The Horizon | articles | 127-132 | 22 | 3 | 1921-07-01 | Crisis | A Record of the Darker Races | Tenth Education Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Adams, John Henry | Cover Image: Drawing of a Woman | images | A-A | 22 | 4 | 1921-08-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Du Bois, W. E. B. | Opinion | articles | 149-152 | 22 | 4 | 1921-08-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Fauset, Jessie | Nostalgia | articles | 154-158 | 22 | 4 | 1921-08-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
DuBois, W. E. B. | Hopkinsville, Chicago and Idlewild | articles | 158-160 | 22 | 4 | 1921-08-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
A Springfield Resident | The Springfield Riots | articles | 165-165 | 22 | 4 | 1921-08-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
DeArmond, Fred | The Outer Pocket: [Letters] | letters | 174-175 | 22 | 4 | 1921-08-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Allison, Madeline G. | The Horizon | articles | 176-183 | 22 | 4 | 1921-08-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Du Bois, W. E. B. | Opinion | articles | 197-201 | 22 | 5 | 1921-09-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Bentley, Florence Lewis | Two Americans―Part I | fiction | 202-205 | 22 | 5 | 1921-09-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Wilkinson, Hilda Rue | The French Woman Cautiously Approached the Door | images | 203-203 | 22 | 5 | 1921-09-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Brun, Amédée | The Pool | poetry | 205-205 | 22 | 5 | 1921-09-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Fauset, Jessie | The Pool | poetry | 205-205 | 22 | 5 | 1921-09-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Burch, Charles Eaton | Freshman Papers in a Negro College | articles | 208-210 | 22 | 5 | 1921-09-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
